seed,attack_intensity,condition,availability,security_compliance,mean_risk_of_solution
11,0.875,TrustOnly,1.0,1.0,0.41780336487592623
11,0.875,QOPT_Oracle,1.0,1.0,0.15746806311463782
11,0.875,QOPT_QTRACE,1.0,1.0,0.15475803205206226
11,1.0,Static,1.0,1.0,0.3185401066986938
11,1.0,TrustOnly,1.0,1.0,0.47014899473000193
11,1.0,QOPT_Oracle,1.0,1.0,0.17951863435631873
11,1.0,QOPT_QTRACE,1.0,1.0,0.17633103813340137
12,0.0,Static,1.0,1.0,0.04900688027579891
12,0.0,TrustOnly,1.0,0.75,0.019963282096832437
12,0.0,QOPT_Oracle,1.0,1.0,0.04899113371260635
12,0.0,QOPT_QTRACE,1.0,1.0,0.04899113371260635
12,0.125,Static,1.0,1.0,0.06770872402662413
12,0.125,TrustOnly,1.0,0.75,0.027700706326244336
12,0.125,QOPT_Oracle,1.0,1.0,0.06797275176680659
12,0.125,QOPT_QTRACE,1.0,1.0,0.06542550960684075
12,0.25,Static,1.0,1.0,0.08298415304996885
12,0.25,TrustOnly,1.0,0.75,0.03412304320327367
12,0.25,QOPT_Oracle,1.0,1.0,0.08304259837565604
12,0.25,QOPT_QTRACE,1.0,1.0,0.09124868582556564
12,0.375,Static,1.0,1.0,0.1111032969684643
12,0.375,TrustOnly,1.0,0.75,0.045255575420915
12,0.375,QOPT_Oracle,1.0,1.0,0.09931255663052962
